asset,period,period_type,start_date,end_date,daily_vol_std,annualized_vol,atr_14,atr_pct
XLE,2020-S2,semester,2020-07-01,2020-12-31,0.0011957061262572726,0.3748495797456392,0.007857142857142563,0.04484084254393874
XLE,2021-S1,semester,2021-01-01,2021-06-30,0.0009862537480873528,0.3091870108170378,0.012857142857142583,0.05227759112613189
XLE,2021-S2,semester,2021-07-01,2021-12-31,0.0009212854778055569,0.28881969122475504,0.015000000000000315,0.05652028593119227
XLE,2022-S1,semester,2022-01-01,2022-06-30,0.0011663931733108882,0.36566007418757224,0.04357142857142752,0.1166601357415327
XLE,2022-S2,semester,2022-07-01,2022-12-31,0.0010361792990564247,0.3248384918861407,0.025714285714285672,0.06330451304136095
XLE,2023-S1,semester,2023-01-01,2023-06-30,0.0008099015315614588,0.25390122378267427,0.010714285714285612,0.02567485026156432
XLE,2023-S2,semester,2023-07-01,2023-12-31,0.0006482984506216281,0.20323923782671866,0.009285714285714468,0.021439373735047482
XLE,2024-S1,semester,2024-01-01,2024-06-30,0.0006111048878735595,0.19157918937568583,0.012857142857142836,0.02873781212742546
XLE,2024-S2,semester,2024-07-01,2024-12-31,0.0006711777567732217,0.21041181820200008,0.047857142857143486,0.10612917757871129
XLE,2025-S1,semester,2025-01-01,2025-06-30,0.0009570049402647266,0.30001761452508185,0.025714285714286182,0.05939171873977851
XLE,2025-S2,semester,2025-07-01,2025-12-31,0.001244755995923842,0.3902265378688226,0.04356428571428544,0.09861810640187851
AAPL,Overall,overall,2016-01-01,2026-01-01,0.0007612987932890823,0.2386644397470227,0.02499285714285244,0.02042840122825215
AAPL,2016-S1,semester,2016-01-01,2016-06-30,0.0008049098020842004,0.2523363345045611,0.009285714285714215,0.03738571402662276
AAPL,2016-S2,semester,2016-07-01,2016-12-31,0.0006022693581328857,0.18880928250861248,0.00500000000000002,0.018243737993628367
AAPL,2017-S1,semester,2017-01-01,2017-06-30,0.000467047206089561,0.14641762309276454,0.007857142857142816,0.022456960307382902
AAPL,2017-S2,semester,2017-07-01,2017-12-31,0.000522289958793079,0.16373602782463964,0.01142857142857017,0.028321225939299657
AAPL,2018-S1,semester,2018-01-01,2018-06-30,0.000708708568054914,0.22217759285809502,0.020000000000001097,0.045334332785303987
AAPL,2018-S2,semester,2018-07-01,2018-12-31,0.0007682713739605753,0.24085031876617005,0.014285714285715503,0.028414627745365368
AAPL,2019-S1,semester,2019-01-01,2019-06-30,0.0007712926107409046,0.24179746565498245,0.01000000000000004,0.021951623824243677
AAPL,2019-S2,semester,2019-07-01,2019-12-31,0.0006144457416978456,0.19262653506082103,0.006428571428567612,0.011033594048084489
AAPL,2020-S1,semester,2020-01-01,2020-06-30,0.0012897106378926973,0.4043196568046499,0.01357142857142841,0.018068193876103613
AAPL,2020-S2,semester,2020-07-01,2020-12-31,0.000896686857299947,0.2811081119693132,0.01214285714285422,0.010534920879279484
AAPL,2021-S1,semester,2021-01-01,2021-06-30,0.000687070488607288,0.21539413260031912,0.03035714285714976,0.023531794323842392
AAPL,2021-S2,semester,2021-07-01,2021-12-31,0.0006016044643902203,0.18860084070628289,0.01212857142857006,0.007943019745635821
AAPL,2022-S1,semester,2022-01-01,2022-06-30,0.0008856420466388414,0.2776456034617714,0.08427857142857574,0.05276633032153035
AAPL,2022-S2,semester,2022-07-01,2022-12-31,0.0007983712275826981,0.25028651486225856,0.027228571428571918,0.018169629481373094
AAPL,2023-S1,semester,2023-01-01,2023-06-30,0.0006606046752211783,0.20709719507733185,0.042142857142857384,0.026288125894773834
AAPL,2023-S2,semester,2023-07-01,2023-12-31,0.0005533530918054115,0.17347420855279488,0.031242857142860965,0.017008524913811426
AAPL,2024-S1,semester,2024-01-01,2024-06-30,0.0006250284303355874,0.19594416997238032,0.04785714285714399,0.025965839300090582
AAPL,2024-S2,semester,2024-07-01,2024-12-31,0.0007263323880041145,0.22770259716843436,0.0343071428571469,0.014986785995752358
AAPL,2025-S1,semester,2025-01-01,2025-06-30,0.0009826487209595041,0.3080568477492315,0.09526428571427914,0.04416160042372407
AAPL,2025-S2,semester,2025-07-01,2025-12-31,0.0006429416264060524,0.2015598926582991,0.020714285714283114,0.00842180182110199
AMD,Overall,overall,2016-01-01,2026-01-01,0.001498936505799239,0.4699112155785228,0.006028571428570574,0.007586590058337036
AMD,2016-S1,semester,2016-01-01,2016-06-30,0.0031320302072727216,0.9818802305728223,0.0028571428571427964,0.09105094955239929
AMD,2016-S2,semester,2016-07-01,2016-12-31,0.002010817129774689,0.6303839542921219,0.009999999999999787,0.1333258875052144
AMD,2017-S1,semester,2017-01-01,2017-06-30,0.0017562508824942803,0.5505783492901836,0.008571428571428388,0.06844803993510933
AMD,2017-S2,semester,2017-07-01,2017-12-31,0.0013857435618380833,0.43442563384380023,0.0028571428571431768,0.022960366577056142
AMD,2018-S1,semester,2018-01-01,2018-06-30,0.0014958127364265693,0.4689319250899537,0.005721428571428433,0.04623949130848538
AMD,2018-S2,semester,2018-07-01,2018-12-31,0.0018649642670864636,0.584659605237799,0.013571428571428155,0.060635148229206584
AMD,2019-S1,semester,2019-01-01,2019-06-30,0.0012766566533293265,0.4002272794887435,0.007857142857142563,0.030580109808577123
AMD,2019-S2,semester,2019-07-01,2019-12-31,0.0011580731355412333,0.3630517722035512,0.007142857142860797,0.02097683184090187
AMD,2020-S1,semester,2020-01-01,2020-06-30,0.0017072984557573029,0.5352319391757496,0.020714285714285654,0.04104262360483968
AMD,2020-S2,semester,2020-07-01,2020-12-31,0.0012295560595088548,0.38546141234826264,0.06177142857142875,0.07719893875284889
AMD,2021-S1,semester,2021-01-01,2021-06-30,0.0010551967476080493,0.33080039376225184,0.030714285714285187,0.03673298745305545
AMD,2021-S2,semester,2021-07-01,2021-12-31,0.0010955076846030296,0.34343772785287774,0.005021428571426766,0.004223434186205421
AMD,2022-S1,semester,2022-01-01,2022-06-30,0.0015199740264401694,0.47650640280552725,0.06429285714285474,0.06031722890474093
AMD,2022-S2,semester,2022-07-01,2022-12-31,0.0013566970826853154,0.425319666863781,0.023307142857144112,0.030788091697077222
AMD,2023-S1,semester,2023-01-01,2023-06-30,0.001228798052347004,0.3852237798231594,0.027142857142857833,0.029062960561410084
AMD,2023-S2,semester,2023-07-01,2023-12-31,0.00105629448760568,0.33114453131222815,0.02137857142857464,0.01888580587126702
AMD,2024-S1,semester,2024-01-01,2024-06-30,0.0012384338302612158,0.3882445616209165,0.04792142857143184,0.028489520788855822
AMD,2024-S2,semester,2024-07-01,2024-12-31,0.0011478724251848837,0.35985388611246505,0.012157142857145484,0.008224807867630185
AMD,2025-S1,semester,2025-01-01,2025-06-30,0.0012893316011703168,0.404200830152371,0.04251428571428611,0.038568636348917704
AMD,2025-S2,semester,2025-07-01,2025-12-31,0.001691312112479043,0.530220277925604,0.006028571428570574,0.0031215191420012633
BKNG,Overall,overall,2016-01-01,2026-01-01,0.0015344936073158199,0.48105823930598635,0.12785714285714228,0.14130493170845412
BKNG,2016-S1,semester,2016-01-01,2016-06-30,0.001406273789739774,0.440861786617492,0.029285714285715057,0.0589464146354561
BKNG,2016-S2,semester,2016-07-01,2016-12-31,0.000839492748692464,0.2631779641640584,0.03285714285714292,0.05696975601981654
BKNG,2017-S1,semester,2017-01-01,2017-06-30,0.0007067230182062806,0.22155513010576808,0.07928571428571322,0.11364234508565753
BKNG,2017-S2,semester,2017-07-01,2017-12-31,0.0008367190557313982,0.2623084213742649,0.036428571428571796,0.049237390013297404
BKNG,2018-S1,semester,2018-01-01,2018-06-30,0.0011776071773554957,0.3691756242136851,0.07785714285714411,0.09582618008405559
BKNG,2018-S2,semester,2018-07-01,2018-12-31,0.0013123220844687314,0.41140826416421744,0.09142857142856949,0.12019777402638653
BKNG,2019-S1,semester,2019-01-01,2019-06-30,0.0009939294281655655,0.3115933089770933,0.2057142857142864,0.28751937102044406
BKNG,2019-S2,semester,2019-07-01,2019-12-31,0.0011850470500122258,0.37150799759330955,0.06785714285714306,0.08715537213349077
BKNG,2020-S1,semester,2020-01-01,2020-06-30,0.002439519502209508,0.76478060963599,0.12357142857142682,0.19076847773082675
BKNG,2020-S2,semester,2020-07-01,2020-12-31,0.0016466738183505381,0.5162263329025006,0.11499999999999895,0.15649353312517508
BKNG,2021-S1,semester,2021-01-01,2021-06-30,0.0015671227327525756,0.4912873530395761,0.13857142857143043,0.15214159760379048
BKNG,2021-S2,semester,2021-07-01,2021-12-31,0.0016272441231063492,0.5101351931676332,0.08285714285714262,0.08998522236639178
BKNG,2022-S1,semester,2022-01-01,2022-06-30,0.0022558887348293234,0.7072130230281576,0.12071428571428555,0.1356761109944466
BKNG,2022-S2,semester,2022-07-01,2022-12-31,0.0018863890189611,0.5913761880669767,0.04571428571428474,0.06070806840923892
BKNG,2023-S1,semester,2023-01-01,2023-06-30,0.0012604713507833466,0.3951532452221404,0.12214285714285568,0.12048847138458298
BKNG,2023-S2,semester,2023-07-01,2023-12-31,0.0015799768150604467,0.49531706171574,0.13857142857142637,0.11354539135683775
BKNG,2024-S1,semester,2024-01-01,2024-06-30,0.0017199577412972172,0.5392005797641947,0.1742857142857202,0.12030983944647357
BKNG,2024-S2,semester,2024-07-01,2024-12-31,0.001785200114974263,0.559653829787258,0.2521428571428593,0.14893847583990452
BKNG,2025-S1,semester,2025-01-01,2025-06-30,0.002169374612123837,0.6800911560191425,0.2749999999999996,0.14078696779807495
BKNG,2025-S2,semester,2025-07-01,2025-12-31,0.0014569587233780861,0.4567513314283287,0.12785714285714228,0.06108452893771342
RCL,Overall,overall,2016-01-01,2026-01-01,0.001845093703423348,0.5784302548356708,0.3644285714285778,0.3280453227335283
RCL,2016-S1,semester,2016-01-01,2016-06-30,0.0015226937367224186,0.47735902221923066,0.1132142857142873,0.1465448100054811
RCL,2016-S2,semester,2016-07-01,2016-12-31,0.0010030030312949225,0.31443785099718363,0.04482142857142942,0.06021673810922335
RCL,2017-S1,semester,2017-01-01,2017-06-30,0.0007481529433629656,0.23454326296955771,0.061250000000000124,0.06132956699095169
RCL,2017-S2,semester,2017-07-01,2017-12-31,0.0008590192322474302,0.26929944668702605,0.048214285714284495,0.040027869819780584
RCL,2018-S1,semester,2018-01-01,2018-06-30,0.0009843123912300128,0.30857840240889317,0.12999285714285844,0.11014912797889462
RCL,2018-S2,semester,2018-07-01,2018-12-31,0.0012117872917245844,0.3798909674117796,0.14999285714285854,0.13210184400010183
RCL,2019-S1,semester,2019-01-01,2019-06-30,0.000920159343387473,0.28846665212586103,0.06428571428571063,0.05460402490977295
RCL,2019-S2,semester,2019-07-01,2019-12-31,0.0009554161745080891,0.2995195421617212,0.07285714285714764,0.06436764259828777
RCL,2020-S1,semester,2020-01-01,2020-06-30,0.004246056479579701,1.331123469216246,0.14999999999999808,0.24640352597070067
RCL,2020-S2,semester,2020-07-01,2020-12-31,0.002165224985845761,0.6787902630720543,0.02927142857142684,0.045758032315970865
RCL,2021-S1,semester,2021-01-01,2021-06-30,0.0016968205714342286,0.5319471600407444,0.06097142857142858,0.07313375805184212
RCL,2021-S2,semester,2021-07-01,2021-12-31,0.0016219227025299455,0.5084669469130467,0.025721428571429783,0.03179014618048948
RCL,2022-S1,semester,2022-01-01,2022-06-30,0.0021242999020409056,0.6659603961604212,0.04714285714285639,0.06722986519696224
RCL,2022-S2,semester,2022-07-01,2022-12-31,0.002286563431160082,0.7168294302505589,0.06807142857142827,0.14781714376476351
RCL,2023-S1,semester,2023-01-01,2023-06-30,0.0015577733767321111,0.48835636347767314,0.16255000000000105,0.22550894413125416
RCL,2023-S2,semester,2023-07-01,2023-12-31,0.001434888588106532,0.4498324232201998,0.10635714285714926,0.10527938423110417
RCL,2024-S1,semester,2024-01-01,2024-06-30,0.0012382768359847764,0.3881953444786325,0.2282142857142832,0.17004278656892363
RCL,2024-S2,semester,2024-07-01,2024-12-31,0.0014206528285972196,0.44536956369958414,0.509285714285714,0.2664166251192084
RCL,2025-S1,semester,2025-01-01,2025-06-30,0.0019465351652330125,0.6102317890865327,0.3119642857142781,0.1320325601452093
RCL,2025-S2,semester,2025-07-01,2025-12-31,0.0012876083037551991,0.40366058259684867,0.3644285714285778,0.1184237062835171
CCL,Overall,overall,2016-01-01,2026-01-01,0.0016875927672294717,0.5290542765368725,0.013578571428571757,0.045477246220905675
CCL,2016-S1,semester,2016-01-01,2016-06-30,0.0011867504673513589,0.37204201281635113,0.028571428571426947,0.058691131641428806
CCL,2016-S2,semester,2016-07-01,2016-12-31,0.0008480037820140384,0.2658461425682116,0.03147142857142831,0.06541078916867535
CCL,2017-S1,semester,2017-01-01,2017-06-30,0.000642335400451082,0.20136984299688032,0.0307142857142862,0.05187980158934412
CCL,2017-S2,semester,2017-07-01,2017-12-31,0.0006679594897937612,0.20940290305281026,0.028199999999999243,0.04235178178481295
CCL,2018-S1,semester,2018-01-01,2018-06-30,0.0008632062231342703,0.27061205330487753,0.04107142857142928,0.06253706561321654
CCL,2018-S2,semester,2018-07-01,2018-12-31,0.0009618199090373028,0.30152708995658956,0.10213571428571402,0.1730992280406431
